# Chain rule: x=log(S/K), vartheta=sigma_x/diff=du/dx
# Delta=dV/dS=vartheta/S, Gamma=d2V/dS2=(u_xx-u_x)/S2 (FD approx)
S,x,u_DPG,delta_DPG,gamma_DPG,delta_exact,gamma_exact,delta_error,gamma_error
6.18401082,-2.783203125,1.755863775e-06,-5.939860728e-06,-8.026700187e-05,3.184565313e-42,3.511808553e-41,5.939860728e-06,8.026700187e-05
6.256905983,-2.771484375,1.030975237e-06,-1.037344092e-05,-2.30359831e-06,7.06932797e-42,7.672016793e-41,1.037344092e-05,2.30359831e-06
6.330660411,-2.759765625,-8.005946549e-08,-6.277682477e-06,6.091096149e-05,1.563950431e-41,1.670310555e-40,6.277682477e-06,6.091096149e-05
6.405284232,-2.748046875,-1.510080728e-06,-1.33557908e-06,2.159776294e-05,3.448139187e-41,3.624047442e-40,1.33557908e-06,2.159776294e-05
6.480787696,-2.736328125,-1.678517707e-06,-3.035268959e-06,-8.205203405e-07,7.576412471e-41,7.836091375e-40,3.035268959e-06,8.205203405e-07
6.55718117,-2.724609375,-7.865554262e-07,-1.460213608e-06,5.884441186e-05,1.65905017e-40,1.68855059e-39,1.460213608e-06,5.884441186e-05
6.634475147,-2.712890625,-7.616733441e-07,6.00837872e-06,6.200751382e-05,3.620533619e-40,3.62608208e-39,6.00837872e-06,6.200751382e-05
6.712680241,-2.701171875,-5.334096226e-07,8.181897142e-06,1.735478808e-06,7.874135369e-40,7.76015065e-39,8.181897142e-06,1.735478808e-06
6.791807191,-2.689453125,1.529995619e-06,6.281425148e-06,-1.723181e-05,1.706673586e-39,1.655051996e-38,6.281425148e-06,1.723181e-05
6.871866865,-2.677734375,2.686845746e-06,5.438823475e-06,-4.489513131e-05,3.686510095e-39,3.517726746e-38,5.438823475e-06,4.489513131e-05
6.952870257,-2.666015625,2.279568306e-06,-9.495223509e-07,-9.852274561e-05,7.935930056e-39,7.451119477e-38,9.495223509e-07,9.852274561e-05
7.034828492,-2.654296875,2.869707246e-06,-1.06166034e-05,-6.115888071e-05,1.702541682e-38,1.572859472e-37,1.06166034e-05,6.115888071e-05
7.117752824,-2.642578125,3.232653566e-06,-1.103355557e-05,-5.771123584e-06,3.640116368e-38,3.308775375e-37,1.103355557e-05,5.771123584e-06
7.201654642,-2.630859375,8.949198424e-07,-1.157937773e-05,-5.137343637e-05,7.756225921e-38,6.93671124e-37,1.157937773e-05,5.137343637e-05
7.286545468,-2.619140625,-1.829769629e-06,-1.970501373e-05,-5.657622903e-05,1.647037091e-37,1.449268709e-36,1.970501373e-05,5.657622903e-05
7.37243696,-2.607421875,-3.036625882e-06,-2.124159728e-05,1.983853351e-05,3.485572596e-37,3.017541024e-36,2.124159728e-05,1.983853351e-05
7.459340914,-2.595703125,-5.178635176e-06,-1.627700548e-05,3.090628474e-05,7.351277014e-37,6.261327483e-36,1.627700548e-05,3.090628474e-05
7.547269264,-2.583984375,-8.164806043e-06,-1.58381803e-05,-6.284681732e-06,1.545145664e-36,1.29475806e-35,1.58381803e-05,6.284681732e-06
7.636234086,-2.572265625,-9.60460721e-06,-1.738872276e-05,3.481150739e-06,3.236638017e-36,2.668208697e-35,1.738872276e-05,3.481150739e-06
7.726247597,-2.560546875,-1.098307895e-05,-1.521512975e-05,9.605355139e-06,6.756736481e-36,5.479739788e-35,1.521512975e-05,9.605355139e-06
7.817322159,-2.548828125,-1.333711187e-05,-1.564930751e-05,-2.569154751e-05,1.405717534e-35,1.121525222e-34,1.564930751e-05,2.569154751e-05
7.909470279,-2.537109375,-1.45734601e-05,-1.992240398e-05,-3.85549446e-05,2.914589912e-35,2.287531703e-34,1.992240398e-05,3.85549446e-05
8.002704612,-2.525390625,-1.554275315e-05,-2.279671771e-05,-4.268072846e-05,6.02247843e-35,4.649798863e-34,2.279671771e-05,4.268072846e-05
8.097037961,-2.513671875,-1.775557426e-05,-2.792792929e-05,-7.057223375e-05,1.240199456e-34,9.419116757e-34,2.792792929e-05,7.057223375e-05
8.192483282,-2.501953125,-2.072526972e-05,-3.618982242e-05,-7.444310679e-05,2.545226259e-34,1.901494887e-33,3.618982242e-05,7.444310679e-05
8.289053683,-2.490234375,-2.429742135e-05,-4.222217618e-05,-6.778732276e-05,5.205709377e-34,3.825507977e-33,4.222217618e-05,6.778732276e-05
8.386762425,-2.478515625,-2.891752146e-05,-4.935948535e-05,-9.178472159e-05,1.061089941e-33,7.66994112e-33,4.935948535e-05,9.178472159e-05
8.485622926,-2.466796875,-3.395369951e-05,-6.026422945e-05,-9.266070556e-05,2.155476655e-33,1.532512115e-32,6.026422945e-05,9.266070556e-05
8.585648764,-2.455078125,-3.994898641e-05,-6.778843388e-05,-5.827043546e-05,4.363684969e-33,3.051580077e-32,6.778843388e-05,5.827043546e-05
8.686853675,-2.443359375,-4.784292522e-05,-7.19900328e-05,-6.422869775e-05,8.804049798e-33,6.055563933e-32,7.19900328e-05,6.422869775e-05
8.789251557,-2.431640625,-5.613934803e-05,-8.086557614e-05,-8.521588103e-05,1.770234177e-32,1.197549254e-31,8.086557614e-05,8.521588103e-05
8.892856473,-2.419921875,-6.425715486e-05,-8.954474276e-05,-6.408364321e-05,3.547302128e-32,2.36015836e-31,8.954474276e-05,6.408364321e-05
8.997682651,-2.408203125,-7.387327353e-05,-9.422260001e-05,-6.508588822e-05,7.084104571e-32,4.635513726e-31,9.422260001e-05,6.508588822e-05
9.103744487,-2.396484375,-8.489687524e-05,-0.0001032705765,-9.318946593e-05,1.409909292e-31,9.073264408e-31,0.0001032705765,9.318946593e-05
9.211056546,-2.384765625,-9.605260177e-05,-0.0001141067993,-9.32884044e-05,2.796513429e-31,1.769857216e-30,0.0001141067993,9.32884044e-05
9.319633566,-2.373046875,-0.0001083728135,-0.0001234105242,-0.0001011456989,5.527926691e-31,3.440502384e-30,0.0001234105242,0.0001011456989
9.429490458,-2.361328125,-0.0001231225458,-0.0001362004499,-0.0001292922342,1.088998733e-30,6.66521961e-30,0.0001362004499,0.0001292922342
9.540642307,-2.349609375,-0.0001391881389,-0.0001519852381,-0.0001352554556,2.138022709e-30,1.286814755e-29,0.0001519852381,0.0001352554556
9.65310438,-2.337890625,-0.0001567302015,-0.0001664454528,-0.0001322642124,4.183282556e-30,2.475862767e-29,0.0001664454528,0.0001322642124
9.766892119,-2.326171875,-0.0001772814829,-0.0001819099913,-0.000149959016,8.157219356e-30,4.747293403e-29,0.0001819099913,0.000149959016
9.882021153,-2.314453125,-0.0001997959413,-0.0002007735869,-0.000157816409,1.585211625e-29,9.071404797e-29,0.0002007735869,0.000157816409
9.998507291,-2.302734375,-0.0002237200614,-0.000218462666,-0.0001399819894,3.070100796e-29,1.727475865e-28,0.000218462666,0.0001399819894
10.11636653,-2.291015625,-0.0002506260592,-0.0002335777192,-0.0001374125417,5.92568296e-29,3.278373256e-28,0.0002335777192,0.0001374125417
10.23561506,-2.279296875,-0.0002804227723,-0.000251044247,-0.0001512677711,1.139842108e-28,6.200315318e-28,0.000251044247,0.0001512677711
10.35626925,-2.267578125,-0.0003117039309,-0.0002698672688,-0.0001491925848,2.185101454e-28,1.168632937e-27,0.0002698672688,0.0001491925848
10.47834567,-2.255859375,-0.0003450943527,-0.000287257855,-0.0001462979,4.1746422e-28,2.195085479e-27,0.000287257855,0.0001462979
10.6018611,-2.244140625,-0.0003815139062,-0.0003057968404,-0.000147861859,7.948547538e-28,4.108977085e-27,0.0003057968404,0.000147861859
10.72683248,-2.232421875,-0.0004207521508,-0.0003239995762,-0.0001470585774,1.508263703e-27,7.665226108e-27,0.0003239995762,0.0001470585774
10.85327699,-2.220703125,-0.0004630463932,-0.0003427697036,-0.0001551615959,2.85225201e-27,1.425033878e-26,0.0003427697036,0.0001551615959
10.98121198,-2.208984375,-0.0005082341309,-0.0003634695056,-0.0001637631263,5.375510909e-27,2.640185104e-26,0.0003634695056,0.0001637631263
11.11065504,-2.197265625,-0.0005562394161,-0.0003849187372,-0.0001659949557,1.009654921e-26,4.874752065e-26,0.0003849187372,0.0001659949557
11.24162392,-2.185546875,-0.0006082490486,-0.0004066965737,-0.0001698169047,1.889938539e-26,8.969735891e-26,0.0004066965737,0.0001698169047
11.37413663,-2.173828125,-0.0006646572056,-0.0004296623654,-0.0001715207989,3.525689194e-26,1.644810038e-25,0.0004296623654,0.0001715207989
11.50821135,-2.162109375,-0.0007240340088,-0.0004524218624,-0.0001622338287,6.554840541e-26,3.005805036e-25,0.0004524218624,0.0001622338287
11.6438665,-2.150390625,-0.0007862039286,-0.0004734216761,-0.0001616408669,1.214512915e-25,5.474126588e-25,0.0004734216761,0.0001616408669
11.78112072,-2.138671875,-0.0008529795466,-0.0004965351692,-0.0001737663598,2.242663845e-25,9.935227881e-25,0.0004965351692,0.0001737663598
11.91999284,-2.126953125,-0.000924411444,-0.0005214031444,-0.0001608095786,4.127132438e-25,1.797007119e-24,0.0005214031444,0.0001608095786
12.06050194,-2.115234375,-0.0009986251907,-0.0005414623465,-0.0001401763742,7.569286634e-25,3.239147544e-24,0.0005414623465,0.0001401763742
12.20266732,-2.103515625,-0.001076385628,-0.0005610274287,-0.0001519701569,1.383515297e-24,5.818628529e-24,0.0005610274287,0.0001519701569
12.34650851,-2.091796875,-0.001158655185,-0.0005849268086,-0.0001625668985,2.520203409e-24,1.041644444e-23,0.0005849268086,0.0001625668985
12.49204524,-2.080078125,-0.001244966749,-0.0006080706991,-0.0001431316721,4.575199015e-24,1.858349261e-23,0.0006080706991,0.0001431316721
12.63929752,-2.068359375,-0.001336052155,-0.0006268341894,-0.0001381369814,8.277654661e-24,3.304031242e-23,0.0006268341894,0.0001381369814
12.78828556,-2.056640625,-0.001431729723,-0.0006489924421,-0.000155098356,1.492545885e-23,5.854231867e-23,0.0006489924421,0.000155098356
12.93902982,-2.044921875,-0.001531065114,-0.0006733221768,-0.0001377086079,2.682077423e-23,1.033724149e-22,0.0006733221768,0.0001377086079
13.09155101,-2.033203125,-0.001634791648,-0.0006907547053,-0.0001185240192,4.803284612e-23,1.819065648e-22,0.0006907547053,0.0001185240192
13.24587007,-2.021484375,-0.001743925263,-0.0007096901164,-0.0001273557558,8.572922275e-23,3.190076159e-22,0.0007096901164,0.0001273557558
13.40200819,-2.009765625,-0.001857030057,-0.0007302932148,-0.0001117366542,1.524906347e-22,5.575228845e-22,0.0007302932148,0.0001117366542
13.55998683,-1.998046875,-0.001973398183,-0.0007447884718,-9.347903187e-05,2.703219719e-22,9.710314894e-22,0.0007447884718,9.347903187e-05
13.71982766,-1.986328125,-0.00209358299,-0.0007600026708,-9.823483829e-05,4.775771966e-22,1.68543845e-21,0.0007600026708,9.823483829e-05
13.88155265,-1.974609375,-0.002217465331,-0.0007763774382,-8.942638912e-05,8.408723104e-22,2.915422151e-21,0.0007763774382,8.942638912e-05
14.045184,-1.962890625,-0.002344808366,-0.0007890981131,-7.347134916e-05,1.475505841e-21,5.025727871e-21,0.0007890981131,7.347134916e-05
14.21074418,-1.951171875,-0.002475693157,-0.0008005635844,-6.777244853e-05,2.580336862e-21,8.633869048e-21,0.0008005635844,6.777244853e-05
14.37825594,-1.939453125,-0.002610359533,-0.0008116712141,-7.298395141e-05,4.49714257e-21,1.478158189e-20,0.0008116712141,7.298395141e-05
14.54774227,-1.927734375,-0.002748794183,-0.0008251590364,-8.014223562e-05,7.811273914e-21,2.522001488e-20,0.0008251590364,8.014223562e-05
14.71922645,-1.916015625,-0.002890973644,-0.0008389973533,-6.683732219e-05,1.352172909e-20,4.288236522e-20,0.0008389973533,6.683732219e-05
14.89273203,-1.904296875,-0.003037700676,-0.0008482172285,-5.88323595e-05,2.332748609e-20,7.26642997e-20,0.0008482172285,5.88323595e-05
15.06828285,-1.892578125,-0.003188128502,-0.0008595331647,-6.570705712e-05,4.010783222e-20,1.227078712e-19,0.0008595331647,6.570705712e-05
15.245903,-1.880859375,-0.003341801741,-0.0008714230531,-5.306351201e-05,6.872522678e-20,2.065060213e-19,0.0008714230531,5.306351201e-05
15.42561688,-1.869140625,-0.003500190941,-0.0008784945633,-4.548076183e-05,1.173624371e-19,3.463394677e-19,0.0008784945633,4.548076183e-05
15.60744917,-1.857421875,-0.003661954621,-0.0008878664484,-4.724466297e-05,1.997414552e-19,5.788689021e-19,0.0008878664484,4.724466297e-05
15.79142484,-1.845703125,-0.003825654202,-0.0008957770372,-3.172906911e-05,3.387924035e-19,9.642006532e-19,0.0008957770372,3.172906911e-05
15.97756916,-1.833984375,-0.003992467925,-0.0008996100112,-2.745297555e-05,5.7269804e-19,1.600529163e-18,0.0008996100112,2.745297555e-05
16.16590769,-1.822265625,-0.004162614868,-0.0009060577056,-2.529985871e-05,9.648160671e-19,2.647699726e-18,0.0009060577056,2.529985871e-05
16.35646629,-1.810546875,-0.004334675865,-0.0009091960551,-1.060214489e-05,1.619908103e-18,4.364985822e-18,0.0009091960551,1.060214489e-05
16.54927114,-1.798828125,-0.004508963455,-0.0009101221805,-1.632973298e-05,2.710587776e-18,7.171432459e-18,0.0009101221805,1.632973298e-05
16.74434871,-1.787109375,-0.00468659704,-0.0009155300714,-2.454925672e-05,4.520266617e-18,1.174188861e-17,0.0009155300714,2.454925672e-05
16.9417258,-1.775390625,-0.004867046337,-0.0009197566506,-1.20860133e-05,7.512635895e-18,1.915927043e-17,0.0009197566506,1.20860133e-05
17.1414295,-1.763671875,-0.005050038558,-0.0009203291951,-7.88501042e-06,1.244367283e-17,3.115508549e-17,0.0009203291951,7.88501042e-06
17.34348724,-1.751953125,-0.005236503132,-0.0009229245438,-1.797320719e-05,2.054154119e-17,5.04879684e-17,0.0009229245438,1.797320719e-05
17.54792678,-1.740234375,-0.005426438825,-0.0009276352551,-1.276113566e-05,3.379449121e-17,8.153720338e-17,0.0009276352551,1.276113566e-05
17.75477619,-1.728515625,-0.005619275512,-0.0009281730579,-3.148447984e-06,5.54099171e-17,1.312298692e-16,0.0009281730579,3.148447984e-06
17.96406388,-1.716796875,-0.00581463506,-0.0009289454411,-8.577041423e-06,9.054366037e-17,2.104837385e-16,0.0009289454411,8.577041423e-06
18.17581858,-1.705078125,-0.006012479601,-0.0009317843558,-5.176987263e-06,1.474544275e-16,3.364444509e-16,0.0009317843558,5.176987264e-06
18.39006937,-1.693359375,-0.006212433416,-0.0009311508661,2.703349788e-06,2.39324455e-16,5.35941218e-16,0.0009311508661,2.703349788e-06
18.60684569,-1.681640625,-0.006414434852,-0.0009306191388,1.186822427e-06,3.871204421e-16,8.508047704e-16,0.0009306191388,1.186822426e-06
18.8261773,-1.669921875,-0.006618784556,-0.0009306332834,1.777835061e-06,6.240726876e-16,1.3460204e-15,0.0009306332834,1.77783506e-06
19.04809432,-1.658203125,-0.006825027868,-0.0009298346715,5.491598751e-07,1.002662048e-15,2.122180579e-15,0.0009298346715,5.49159873e-07
19.27262723,-1.646484375,-0.007033096265,-0.000930388111,-7.051721262e-07,1.605478882e-15,3.334433018e-15,0.000930388111,7.051721296e-07
19.49980686,-1.634765625,-0.007243500806,-0.0009301532066,-3.550043992e-06,2.562037807e-15,5.221203591e-15,0.0009301532066,3.550043998e-06
19.72966441,-1.623046875,-0.007456930734,-0.0009320106131,-7.080952607e-06,4.074719237e-15,8.147572367e-15,0.0009320106131,7.080952615e-06
19.96223146,-1.611328125,-0.007673468103,-0.0009334276132,-2.818295169e-06,6.458644372e-15,1.267053034e-14,0.0009334276132,2.818295182e-06
20.19753992,-1.599609375,-0.007893307745,-0.0009333292244,-4.846024826e-06,1.020274179e-14,1.963678243e-14,0.0009333292244,4.846024845e-06
20.43562213,-1.587890625,-0.008116305196,-0.0009357216762,-7.185179117e-06,1.606292318e-14,3.032877236e-14,0.0009357216762,7.185179148e-06
20.67651078,-1.576171875,-0.008341819249,-0.0009367707158,-1.143507646e-06,2.520372656e-14,4.668187623e-14,0.0009367707158,1.143507692e-06
20.92023895,-1.564453125,-0.008570326185,-0.0009362758392,3.712193957e-06,3.94128428e-14,7.160621901e-14,0.0009362758393,3.712193886e-06
21.1668401,-1.552734375,-0.008802077004,-0.0009349505183,5.724880448e-06,6.142482521e-14,1.094616903e-13,0.0009349505183,5.724880338e-06
21.41634811,-1.541015625,-0.009035603962,-0.0009334356735,5.164460034e-06,9.540774088e-14,1.66756406e-13,0.0009334356736,5.164459867e-06
21.66879725,-1.529296875,-0.009270929095,-0.0009323581806,6.566083633e-06,1.476920664e-13,2.531697838e-13,0.0009323581808,6.56608338e-06
21.92422217,-1.517578125,-0.009509012596,-0.00093010093,4.300480043e-06,2.278583539e-13,3.8304534e-13,0.0009301009302,4.30047966e-06
22.18265797,-1.505859375,-0.009749100898,-0.0009301483329,2.405366164e-06,3.503542179e-13,5.775604738e-13,0.0009301483332,2.405365586e-06
22.44414012,-1.494140625,-0.009991067472,-0.000928850337,3.407900373e-06,5.368892773e-13,8.678680752e-13,0.0009288503375,3.407899505e-06
22.70870454,-1.482421875,-0.01023674082,-0.0009283556186,-3.393242226e-06,8.199690937e-13,1.299627613e-12,0.0009283556194,3.393243525e-06
22.97638757,-1.470703125,-0.01048599607,-0.0009306563815,-6.219026578e-06,1.248090292e-12,1.939514879e-12,0.0009306563827,6.219028517e-06
23.24722595,-1.458984375,-0.010737603,-0.0009317046975,-4.309027875e-06,1.893349112e-12,2.884538031e-12,0.0009317046994,4.309030759e-06
23.52125689,-1.447265625,-0.01099308472,-0.0009330042386,-5.985176699e-06,2.862542758e-12,4.275317684e-12,0.0009330042414,5.985180974e-06
23.79851803,-1.435546875,-0.01125325783,-0.000935004278,-6.892432331e-06,4.313306052e-12,6.314943674e-12,0.0009350042823,6.892438645e-06
24.07904743,-1.423828125,-0.01151603047,-0.0009368487721,-3.109629271e-06,6.477478931e-12,9.295645211e-12,0.0009368487786,3.109638566e-06
24.36288362,-1.412109375,-0.01178085512,-0.0009367592458,-8.580150303e-07,9.694817264e-12,1.363636339e-11,0.0009367592555,8.580286667e-07
24.65006558,-1.400390625,-0.01205014966,-0.0009373387142,-5.674192988e-06,1.44614414e-11,1.993547376e-11,0.0009373387287,5.674212923e-06
24.94063275,-1.388671875,-0.01232324328,-0.0009400375059,-2.327367539e-06,2.149920174e-11,2.904447455e-11,0.0009400375274,2.327396583e-06
25.23462504,-1.376953125,-0.01259807576,-0.000938699199,2.0303092e-06,3.185461491e-11,4.217056844e-11,0.0009386992308,2.030267029e-06
25.53208282,-1.365234375,-0.01287638722,-0.0009388366794,-3.556170845e-06,4.703943953e-11,6.101889723e-11,0.0009388367264,3.556231864e-06
25.83304693,-1.353515625,-0.01315906093,-0.0009408272894,-4.238982147e-06,6.92296551e-11,8.798896764e-11,0.0009408273587,4.239070136e-06
26.13755871,-1.341796875,-0.01344559628,-0.0009414032809,-3.086328118e-06,1.015460312e-10,1.264448245e-10,0.0009414033824,3.086454563e-06
26.44565998,-1.330078125,-0.01373617606,-0.0009427180143,-5.688302291e-06,1.484482273e-10,1.810851605e-10,0.0009427181628,5.688483376e-06
26.75739305,-1.318359375,-0.01403047645,-0.000944929086,-7.847708546e-06,2.162862365e-10,2.584482731e-10,0.0009449293023,7.847966994e-06
27.07280074,-1.306640625,-0.01432899285,-0.0009476396322,-5.020518225e-06,3.140690215e-10,3.675981992e-10,0.0009476399462,5.020885823e-06
27.39192634,-1.294921875,-0.014632742,-0.0009481147719,-3.996360434e-06,4.545317508e-10,5.210532199e-10,0.0009481152265,3.996881487e-06
27.7148137,-1.283203125,-0.01494044658,-0.0009502053474,-6.649000784e-06,6.556118981e-10,7.36037194e-10,0.000950206003,6.649736821e-06
28.04150716,-1.271484375,-0.01525100501,-0.0009524338353,-3.161870545e-06,9.424829189e-10,1.036159006e-09,0.0009524347778,3.162906704e-06
28.37205157,-1.259765625,-0.01556603256,-0.0009522834484,-2.168105179e-06,1.350345211e-09,1.453657254e-09,0.0009522847988,2.169558837e-06
28.70649234,-1.248046875,-0.01588526168,-0.0009538755931,-4.344201941e-06,1.92824139e-09,2.032387904e-09,0.0009538775213,4.346234329e-06
29.04487538,-1.236328125,-0.01620683472,-0.000955206331,-3.849277807e-06,2.744251396e-09,2.831784181e-09,0.0009552090752,3.852109591e-06
29.38724718,-1.224609375,-0.01653264836,-0.0009564960076,-3.271335004e-06,3.892538631e-09,3.932082936e-09,0.0009564999002,3.275267087e-06
29.73365475,-1.212890625,-0.0168644283,-0.000957459559,-5.685938768e-06,5.502868996e-09,5.441193315e-09,0.0009574650619,5.691379961e-06
30.08414567,-1.201171875,-0.01720084924,-0.0009604585297,-8.107714978e-06,7.753419792e-09,7.503685278e-09,0.0009604662831,8.115218663e-06
30.43876806,-1.189453125,-0.01754128399,-0.0009631764167,-6.310290082e-06,1.088794704e-08,1.03125017e-08,0.0009631873047,6.320602584e-06
30.79757062,-1.177734375,-0.01788752106,-0.0009649604481,-7.597916412e-06,1.523870248e-08,1.412415335e-08,0.0009649756868,7.612040565e-06
31.16060264,-1.166015625,-0.01823947223,-0.0009686608555,-6.854081291e-06,2.125690346e-08,1.927834658e-08,0.0009686821124,6.873359638e-06
31.52791396,-1.154296875,-0.01859566954,-0.0009699662808,-3.408338572e-06,2.955308209e-08,2.622322559e-08,0.0009699958338,3.434561797e-06
31.89955504,-1.142578125,-0.01895698463,-0.0009711794555,-3.74164334e-06,4.095030112e-08,3.554769185e-08,0.0009712204058,3.777191032e-06
32.2755769,-1.130859375,-0.01932362424,-0.0009727637688,-4.09280638e-06,5.655405484e-08,4.802260013e-08,0.0009728203229,4.14082898e-06
32.65603118,-1.119140625,-0.01969376716,-0.0009742755659,-1.986792231e-06,7.784371224e-08,6.465303294e-08,0.0009743534096,2.051445264e-06
33.04097015,-1.107421875,-0.02006757425,-0.0009742844462,-1.722289389e-06,1.067916514e-07,8.674433127e-08,0.0009743912378,1.80903372e-06
33.43044665,-1.095703125,-0.02044678006,-0.0009756093334,-5.300356292e-06,1.460178318e-07,1.159851189e-07,0.0009757553513,5.416341411e-06
33.82451417,-1.083984375,-0.02083132831,-0.0009784375087,-3.415485812e-06,1.989895165e-07,1.545512097e-07,0.0009786364982,3.570037021e-06
34.22322684,-1.072265625,-0.02122101213,-0.0009783170629,-2.503662952e-06,2.70278257e-07,2.052350416e-07,0.0009785873412,2.708897994e-06
34.62663941,-1.060546875,-0.02161616361,-0.0009804457599,-6.631660296e-06,3.658891757e-07,2.716061423e-07,0.0009808116491,6.903266438e-06
35.03480728,-1.048828125,-0.02201705191,-0.0009836991887,-7.483280875e-06,4.936811071e-07,3.582091116e-07,0.0009841928698,7.841489986e-06
35.4477865,-1.037109375,-0.02242439233,-0.0009865906342,-5.134114405e-06,6.63900395e-07,4.708067041e-07,0.0009872545346,5.604921109e-06
35.86563379,-1.025390625,-0.02283774392,-0.0009879647471,-3.445065938e-06,8.898561972e-07,6.166768088e-07,0.0009888546033,4.061742746e-06
36.28840653,-1.013671875,-0.02325641876,-0.0009894866257,-3.762830932e-06,1.188771135e-06,8.049734612e-07,0.0009906753968,4.567804393e-06
36.71616279,-1.001953125,-0.02368071805,-0.0009911651439,-1.305324613e-06,1.582848177e-06,1.047163454e-06,0.000992747992,2.352488067e-06
37.14896129,-0.990234375,-0.02411052208,-0.000990609929,-2.747736879e-07,2.100602867e-06,1.357551643e-06,0.0009927105318,1.632325331e-06
37.58686149,-0.978515625,-0.02454472567,-0.000991404389,-7.749616383e-07,2.778519583e-06,1.753909621e-06,0.0009941829085,2.528871259e-06
38.02992352,-0.966796875,-0.0249828958,-0.0009912926409,5.621284374e-07,3.66310146e-06,2.258224056e-06,0.0009949557424,1.696095619e-06
38.47820823,-0.955078125,-0.02542624287,-0.0009909033376,8.121301423e-07,4.813396176e-06,2.897582545e-06,0.0009957167338,2.085452403e-06
38.93177717,-0.943359375,-0.02587522232,-0.0009905602184,4.561256856e-07,6.304093959e-06,3.705216355e-06,0.0009968643123,3.249090669e-06
39.39069264,-0.931640625,-0.02632923456,-0.00099048713,5.9098683e-07,8.229310037e-06,4.721720723e-06,0.0009987164401,4.130733893e-06
39.85501766,-0.919921875,-0.02678849374,-0.0009900145954,1.939554255e-06,1.070718135e-05,5.996474458e-06,0.001000721777,4.056920202e-06
40.324816,-0.908203125,-0.02725395261,-0.0009886753471,3.091881186e-06,1.388542661e-05,7.589281263e-06,0.001002560774,4.497400077e-06
40.80015217,-0.896484375,-0.02772424805,-0.0009870923518,5.002846842e-06,1.79480397e-05,9.572255381e-06,0.001005040392,4.569408539e-06
41.28109145,-0.884765625,-0.0281977801,-0.0009838912475,8.143614634e-06,2.312330849e-05,1.203197369e-05,0.001007014556,3.888359051e-06
41.76769989,-0.873046875,-0.0286754518,-0.000979213016,1.2670035e-05,2.96933748e-05,1.507191507e-05,0.001008906391,2.401880069e-06
