# Asian Greeks: Rogers-Shi reduction z=(K-A/T)/S, z0=K/S0=1.0
# delta_reduced_dz = -dU/dz  (reduced-coordinate sensitivity)
# delta_Asian_financial = U(z0) - z0*U_z(z0)  (financial Delta, Sec. 3.2)
sigma,z,u,delta_reduced_dz,delta_Asian_financial,note
0.3,-1.0800000000,1.7359976610,0.3140751798,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.0700000000,1.7328164600,0.3222194160,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.0600000000,1.7295532720,0.3304715294,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.0500000000,1.7262070300,0.3388291640,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.0400000000,1.7227766890,0.3472897784,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.0300000000,1.7192612340,0.3558506425,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.0200000000,1.7156596760,0.3645088350,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.0100000000,1.7119710570,0.3732612409,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.0000000000,1.7081944510,0.3821045492,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9900000000,1.7043289660,0.3910352514,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9800000000,1.7003737460,0.4000496400,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9700000000,1.6963279730,0.4091438076,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9600000000,1.6921908700,0.4183136462,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9500000000,1.6879617010,0.4275548476,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9400000000,1.6836397730,0.4368629033,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9300000000,1.6792244420,0.4462331058,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9200000000,1.6747151110,0.4556605501,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9100000000,1.6701112310,0.4651401357,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.9000000000,1.6654123080,0.4746665696,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8900000000,1.6606179000,0.4842343692,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8800000000,1.6557276210,0.4938378666,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8700000000,1.6507411430,0.5034712133,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8600000000,1.6456581970,0.5131283854,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8500000000,1.6404785750,0.5228031901,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8400000000,1.6352021330,0.5324892722,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8300000000,1.6298287900,0.5421801221,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8200000000,1.6243585300,0.5518690840,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8100000000,1.6187914080,0.5615493652,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.8000000000,1.6131275430,0.5712140465,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7900000000,1.6073671270,0.5808560925,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7800000000,1.6015104210,0.5904683639,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7700000000,1.5955577600,0.6000436299,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7600000000,1.5895095490,0.6095745812,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7500000000,1.5833662680,0.6190538448,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7400000000,1.5771284720,0.6284739988,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7300000000,1.5707967880,0.6378275882,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7200000000,1.5643719200,0.6471071414,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7100000000,1.5578546450,0.6563051879,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.7000000000,1.5512458160,0.6654142759,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6900000000,1.5445463600,0.6744269915,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6800000000,1.5377572760,0.6833359780,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6700000000,1.5308796400,0.6921339557,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6600000000,1.5239145970,0.7008137424,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6500000000,1.5168633650,0.7093682748,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6400000000,1.5097272320,0.7177906292,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6300000000,1.5025075530,0.7260740438,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6200000000,1.4952057510,0.7342119402,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6100000000,1.4878233140,0.7421979456,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.6000000000,1.4803617920,0.7500259148,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5900000000,1.4728227960,0.7576899522,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5800000000,1.4652079930,0.7651844337,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5700000000,1.4575191070,0.7725040279,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5600000000,1.4497579120,0.7796437175,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5500000000,1.4419262330,0.7865988197,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5400000000,1.4340259360,0.7933650055,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5300000000,1.4260589330,0.7999383195,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5200000000,1.4180271700,0.8063151970,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5100000000,1.4099326290,0.8124924812,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.5000000000,1.4017773200,0.8184674387,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4900000000,1.3935632800,0.8242377734,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4800000000,1.3852925650,0.8298016391,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4700000000,1.3769672470,0.8351576504,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4600000000,1.3685894120,0.8403048912,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4500000000,1.3601611490,0.8452429218,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4400000000,1.3516845530,0.8499717838,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4300000000,1.3431617140,0.8544920025,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4200000000,1.3345947130,0.8588045867,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4100000000,1.3259856220,0.8629110271,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.4000000000,1.3173364930,0.8668132908,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3900000000,1.3086493560,0.8705138143,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3800000000,1.2999262160,0.8740154933,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3700000000,1.2911690460,0.8773216700,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3600000000,1.2823797830,0.8804361176,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3500000000,1.2735603240,0.8833630228,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3400000000,1.2647125220,0.8861069645,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3300000000,1.2558381840,0.8886728914,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3200000000,1.2469390650,0.8910660961,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3100000000,1.2380168630,0.8932921875,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.3000000000,1.2290732210,0.8953570610,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2900000000,1.2201097210,0.8972668668,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2800000000,1.2111278830,0.8990279764,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2700000000,1.2021291620,0.9006469477,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2600000000,1.1931149450,0.9021304891,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2500000000,1.1840865520,0.9034854224,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2400000000,1.1750452360,0.9047186456,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2300000000,1.1659921790,0.9058370954,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2200000000,1.1569284940,0.9068477090,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2100000000,1.1478552250,0.9077573880,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.2000000000,1.1387733460,0.9085729621,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1900000000,1.1296837660,0.9093011528,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1800000000,1.1205873230,0.9099485440,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1700000000,1.1114847950,0.9105215450,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1600000000,1.1023768920,0.9110263640,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1500000000,1.0932642680,0.9114689995,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1400000000,1.0841475120,0.9118551416,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1300000000,1.0750271650,0.9121903324,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1200000000,1.0659037060,0.9124796587,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1100000000,1.0567775720,0.9127279807,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.1000000000,1.0476491460,0.9129401434,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.0900000000,1.0385187690,0.9131197456,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.0800000000,1.0293867510,0.9132714459,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.0700000000,1.0202533400,0.9133987501,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.0600000000,1.0111187760,0.9135036221,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.0500000000,1.0019832670,0.9135915476,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.0400000000,0.9928469453,0.9136633312,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.0300000000,0.9837100007,0.9137202036,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.0200000000,0.9745725413,0.9137686496,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-0.0100000000,0.9654346277,0.9138063668,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0000000000,0.9562964139,0.9138344391,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0100000000,0.9471579389,0.9138597248,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0200000000,0.9380192194,0.9138784079,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0300000000,0.9288803708,0.9138905764,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0400000000,0.9197414079,0.9139026350,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0500000000,0.9106023181,0.9139118015,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0600000000,0.9014631719,0.9139164052,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0700000000,0.8923239900,0.9139210784,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0800000000,0.8831847503,0.9139255372,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.0900000000,0.8740454792,0.9139274586,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1000000000,0.8649062011,0.9139286539,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1100000000,0.8557669061,0.9139303806,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1200000000,0.8466275935,0.9139314724,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1300000000,0.8374882767,0.9139317529,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1400000000,0.8283489585,0.9139320844,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1500000000,0.8192096350,0.9139325440,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1600000000,0.8100703076,0.9139327663,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1700000000,0.8009309797,0.9139327993,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1800000000,0.7917916516,0.9139328582,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.1900000000,0.7826523225,0.9139329513,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2000000000,0.7735129926,0.9139329998,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2100000000,0.7643736625,0.9139330048,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2200000000,0.7552343325,0.9139330079,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2300000000,0.7460950023,0.9139330205,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2400000000,0.7369556721,0.9139330310,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2500000000,0.7278163417,0.9139330337,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2600000000,0.7186770114,0.9139330331,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2700000000,0.7095376811,0.9139330334,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2800000000,0.7003983507,0.9139330347,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.2900000000,0.6912590204,0.9139330357,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3000000000,0.6821196900,0.9139330359,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3100000000,0.6729803597,0.9139330358,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3200000000,0.6638410293,0.9139330357,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3300000000,0.6547016989,0.9139330358,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3400000000,0.6455623686,0.9139330359,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3500000000,0.6364230382,0.9139330359,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3600000000,0.6272837079,0.9139330359,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3700000000,0.6181443775,0.9139330359,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3800000000,0.6090050471,0.9139330359,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.3900000000,0.5998657168,0.9139330358,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4000000000,0.5907263864,0.9139330355,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4100000000,0.5815870561,0.9139330345,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4200000000,0.5724477257,0.9139330317,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4300000000,0.5633083954,0.9139330239,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4400000000,0.5541690653,0.9139330041,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4500000000,0.5450297354,0.9139329570,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4600000000,0.5358904061,0.9139328510,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4700000000,0.5267510783,0.9139326245,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4800000000,0.5176117536,0.9139321624,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.4900000000,0.5084724351,0.9139312605,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5000000000,0.4993331284,0.9139295694,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5100000000,0.4901938437,0.9139265143,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5200000000,0.4810545981,0.9139211833,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5300000000,0.4719154200,0.9139121761,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5400000000,0.4627763546,0.9138974091,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5500000000,0.4536374719,0.9138738710,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5600000000,0.4444988772,0.9138373281,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5700000000,0.4353607253,0.9137819818,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5800000000,0.4262232376,0.9137000825,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.5900000000,0.4170867236,0.9135815137,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6000000000,0.4079516073,0.9134133594,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6100000000,0.3988184565,0.9131794763,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6200000000,0.3896880178,0.9128600940,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6300000000,0.3805612546,0.9124314690,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6400000000,0.3714393884,0.9118656185,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6500000000,0.3623239422,0.9111301597,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6600000000,0.3532167852,0.9101882783,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6700000000,0.3441201766,0.9089988418,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6800000000,0.3350368083,0.9075166723,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.6900000000,0.3259698432,0.9056929828,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.7000000000,0.3169229487,0.9034759749,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.7100000000,0.3079003237,0.9008115873,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.7200000000,0.2989067169,0.8976443802,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.7300000000,0.2899474361,0.8939185281,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.7400000000,0.2810283464,0.8895788955,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.7500000000,0.2721558582,0.8845721605,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,0.7600000000,0.2633369032,0.8788479513,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
