# Asian Greeks: Rogers-Shi reduction z=(K-A/T)/S, z0=K/S0=1.0
# delta_reduced_dz = -dU/dz  (reduced-coordinate sensitivity)
# delta_Asian_financial = U(z0) - z0*U_z(z0)  (financial Delta, Sec. 3.2)
sigma,z,u,delta_reduced_dz,delta_Asian_financial,note
0.05,1.6300000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.6400000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.6500000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.6600000000,0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.6700000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.6800000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.6900000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7000000000,-0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7100000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7200000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7300000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7400000000,0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7500000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7600000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7700000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7800000000,-0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.7900000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8000000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8100000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8200000000,0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8300000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8400000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8500000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8600000000,-0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8700000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8800000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.8900000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9000000000,0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9100000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9200000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9300000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9400000000,-0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9500000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9600000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9700000000,-0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9800000000,0.0000000000,-0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.05,1.9900000000,0.0000000000,0.0000000000,0.8508199525,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9900000000,1.9766165680,0.0000001329,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9800000000,1.9766165660,0.0000003112,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9700000000,1.9766165620,0.0000005624,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9600000000,1.9766165540,0.0000009079,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9500000000,1.9766165430,0.0000013748,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9400000000,1.9766165270,0.0000019966,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9300000000,1.9766165030,0.0000028144,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9200000000,1.9766164710,0.0000038791,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9100000000,1.9766164260,0.0000052525,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.9000000000,1.9766163660,0.0000070102,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8900000000,1.9766162860,0.0000092439,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8800000000,1.9766161810,0.0000120643,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8700000000,1.9766160440,0.0000156050,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8600000000,1.9766158690,0.0000200262,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8500000000,1.9766156440,0.0000255198,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8400000000,1.9766153580,0.0000323147,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8300000000,1.9766149980,0.0000406832,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8200000000,1.9766145450,0.0000509481,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8100000000,1.9766139790,0.0000634912,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.8000000000,1.9766132750,0.0000787627,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7900000000,1.9766124030,0.0000972918,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7800000000,1.9766113290,0.0001196992,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7700000000,1.9766100090,0.0001467105,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7600000000,1.9766083950,0.0001791720,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7500000000,1.9766064260,0.0002180679,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7400000000,1.9766040330,0.0002645400,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7300000000,1.9766011350,0.0003199090,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7200000000,1.9765976350,0.0003856990,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7100000000,1.9765934210,0.0004636638,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.7000000000,1.9765883620,0.0005558164,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6900000000,1.9765823050,0.0006644611,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6800000000,1.9765750730,0.0007922288,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6700000000,1.9765664600,0.0009421151,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6600000000,1.9765562300,0.0011175218,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6500000000,1.9765441100,0.0013223015,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6400000000,1.9765297840,0.0015608054,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6300000000,1.9765128940,0.0018379342,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6200000000,1.9764930260,0.0021591920,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6100000000,1.9764697100,0.0025307432,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.6000000000,1.9764424110,0.0029594715,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5900000000,1.9764105200,0.0034530415,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5800000000,1.9763733500,0.0040199614,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5700000000,1.9763301210,0.0046696475,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5600000000,1.9762799570,0.0054124879,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5500000000,1.9762218710,0.0062599068,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5400000000,1.9761547590,0.0072244263,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5300000000,1.9760773830,0.0083197255,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5200000000,1.9759883640,0.0095606960,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5100000000,1.9758861690,0.0109634909,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.5000000000,1.9757690950,0.0125455671,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4900000000,1.9756352580,0.0143257185,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4800000000,1.9754825800,0.0163240969,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4700000000,1.9753087760,0.0185622215,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4600000000,1.9751113360,0.0210629716,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4500000000,1.9748875160,0.0238505621,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4400000000,1.9746343250,0.0269504987,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4300000000,1.9743485060,0.0303895117,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4200000000,1.9740265340,0.0341954637,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4100000000,1.9736645970,0.0383972324,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.4000000000,1.9732585900,0.0430245631,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3900000000,1.9728041060,0.0481078919,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3800000000,1.9722964320,0.0536781366,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3700000000,1.9717305430,0.0597664555,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3600000000,1.9711011030,0.0664039720,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3500000000,1.9704024640,0.0736214668,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3400000000,1.9696286730,0.0814490378,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3300000000,1.9687734830,0.0899157288,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3200000000,1.9678303590,0.0990491294,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3100000000,1.9667925000,0.1088749500,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.3000000000,1.9656528600,0.1194165757,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2900000000,1.9644041690,0.1306946029,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2800000000,1.9630389680,0.1427263669,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2700000000,1.9615496410,0.1555254651,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2600000000,1.9599284580,0.1691012856,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2500000000,1.9581676160,0.1834585481,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2400000000,1.9562592870,0.1985968676,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2300000000,1.9541956780,0.2145103505,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2200000000,1.9519690800,0.2311872333,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2100000000,1.9495719340,0.2486095737,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.2000000000,1.9469968890,0.2667530055,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1900000000,1.9442368740,0.2855865671,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1800000000,1.9412851580,0.3050726117,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1700000000,1.9381354210,0.3251668095,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1600000000,1.9347818210,0.3458182473,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1500000000,1.9312190560,0.3669696326,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1400000000,1.9274424290,0.3885576049,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1300000000,1.9234479040,0.4105131558,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1200000000,1.9192321660,0.4327621579,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1100000000,1.9147926610,0.4552259990,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.1000000000,1.9101276460,0.4778223148,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0900000000,1.9052362150,0.5004658127,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0800000000,1.9001183290,0.5230691751,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0700000000,1.8947748310,0.5455440276,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0600000000,1.8892074490,0.5678019570,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0500000000,1.8834187920,0.5897555603,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0400000000,1.8774123380,0.6113195059,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0300000000,1.8711924020,0.6324115838,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0200000000,1.8647641060,0.6529537261,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0100000000,1.8581333280,0.6728729741,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-1.0000000000,1.8513066470,0.6921023714,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9900000000,1.8442912800,0.7105817638,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9800000000,1.8370950110,0.7282584871,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9700000000,1.8297261100,0.7450879278,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9600000000,1.8221932530,0.7610339440,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9500000000,1.8145054320,0.7760691374,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9400000000,1.8066718700,0.7901749703,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9300000000,1.7987019320,0.8033417277,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9200000000,1.7906050350,0.8155683260,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9100000000,1.7823905660,0.8268619749,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.9000000000,1.7740677960,0.8372377045,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8900000000,1.7656458120,0.8467177702,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8800000000,1.7571334410,0.8553309536,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8700000000,1.7485391920,0.8631117781,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8600000000,1.7398712050,0.8700996618,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8500000000,1.7311371990,0.8763380288,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8400000000,1.7223444440,0.8818734024,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8300000000,1.7134997310,0.8867545031,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8200000000,1.7046093540,0.8910313708,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8100000000,1.6956791040,0.8947545318,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.8000000000,1.6867142640,0.8979742272,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7900000000,1.6777196190,0.9007397164,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7800000000,1.6686994690,0.9030986665,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7700000000,1.6596576460,0.9050966344,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7600000000,1.6505975370,0.9067766480,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7500000000,1.6415221130,0.9081788832,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7400000000,1.6324339590,0.9093404390,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7300000000,1.6233353040,0.9102952013,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7200000000,1.6142280550,0.9110737920,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7100000000,1.6051138280,0.9117035912,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.7000000000,1.5959939830,0.9122088241,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6900000000,1.5868696520,0.9126107009,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6800000000,1.5777417690,0.9129275981,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6700000000,1.5686111000,0.9131752704,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6600000000,1.5594782640,0.9133670828,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6500000000,1.5503437580,0.9135142530,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6400000000,1.5412079790,0.9136260954,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6300000000,1.5320712360,0.9137102609,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6200000000,1.5229337730,0.9137729650,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6100000000,1.5137957770,0.9138192011,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.6000000000,1.5046573890,0.9138529357,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.5900000000,1.4955187180,0.9138772836,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.5800000000,1.4863798440,0.9138946623,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.5700000000,1.4772408250,0.9139069257,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.5600000000,1.4681017050,0.9139154787,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.5500000000,1.4589625150,0.9139213725,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.5400000000,1.4498232780,0.9139253840,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.5300000000,1.4406840080,0.9139280799,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
